short_term,long_term,price_range,amp_window,increase_holding,decrease_holding,amp_lo_threshold,amp_hi_threshold,mse_threshold,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,CV r2
6.0,15.0,10.0,25.0,4000.0,4000.0,5.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
10.0,15.0,3.0,150.0,250.0,250.0,15.0,3.0,0.04,,-1.5324000065508736,-1.58933069881552,,,,,,,,-1.7770845396007164
10.0,50.0,7.0,25.0,4000.0,250.0,15.0,0.5,0.005,,-3.75735002468059,-2.6267246155767143,,,,,,,,-4.242934601865332
10.0,15.0,7.0,150.0,250.0,250.0,5.0,0.5,0.04,,-0.2498122094348335,-0.6351306290500649,,,,,,,,-1.0029205365972231
10.0,35.0,7.0,25.0,4000.0,4000.0,15.0,3.0,0.04,,-7.439543951047913,-4.357218542844064,,,,,,,,-4.40941138113008
6.0,15.0,7.0,150.0,4000.0,250.0,5.0,0.5,0.005,,-3.75735002468059,0.0,,,,,,,,-2.41777605394585
6.0,15.0,7.0,25.0,250.0,4000.0,15.0,3.0,0.005,,-0.3708983628181377,-0.5883712672304664,,,,,,,,-0.17210312470476147
6.0,50.0,3.0,25.0,250.0,4000.0,15.0,3.0,0.04,,-2.422222147219464,-1.191391783284977,,,,,,,,-5.153052576209315
6.0,15.0,7.0,25.0,250.0,250.0,5.0,0.5,0.005,,-0.24638360817577634,-0.16946610423075564,,,,,,,,-0.2056735942819949
2.0,15.0,7.0,150.0,250.0,250.0,15.0,3.0,0.04,,-0.765586055973599,-1.214421049144796,,,,,,,,-1.885202550517621
10.0,50.0,7.0,25.0,4000.0,4000.0,5.0,3.0,0.04,,0.4467204304267245,-2.0881018981511845,,,,,,,,-1.7888078603805542
2.0,35.0,3.0,150.0,250.0,250.0,15.0,3.0,0.04,,-1.715460591703363,-3.08780297137566,,,,,,,,-2.9960950258636485
10.0,35.0,10.0,150.0,4000.0,250.0,5.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
6.0,50.0,3.0,150.0,250.0,250.0,15.0,3.0,0.005,,-2.011408962777409,-3.736822674953045,,,,,,,,-3.104107988647683
2.0,50.0,7.0,150.0,4000.0,4000.0,15.0,3.0,0.04,,-11.25305351384559,-3.2197926454683907,,,,,,,,-5.246346420137663
10.0,35.0,10.0,25.0,250.0,4000.0,15.0,0.5,0.04,,-0.8005239777010257,-1.0226961622865138,,,,,,,,-2.1401643896862654
2.0,35.0,3.0,150.0,250.0,4000.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
10.0,15.0,3.0,25.0,4000.0,250.0,5.0,3.0,0.04,,-9.326208270898764,-8.337233148269412,,,,,,,,-6.029905075353215
10.0,50.0,10.0,150.0,250.0,4000.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
2.0,15.0,10.0,25.0,250.0,250.0,15.0,3.0,0.04,,-0.5702755324421607,-0.31383969630346176,,,,,,,,-0.21304707327179964
10.0,15.0,10.0,25.0,250.0,250.0,15.0,0.5,0.04,,-0.18988502567453416,-1.4707407697038484,,,,,,,,-1.9493543361562675
10.0,15.0,10.0,150.0,4000.0,4000.0,15.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
10.0,35.0,7.0,150.0,4000.0,4000.0,15.0,3.0,0.005,,-3.75735002468059,-2.6267246155767143,,,,,,,,-4.382415686500957
10.0,35.0,3.0,150.0,250.0,4000.0,5.0,0.5,0.04,,0.0,0.0,,,,,,,,0.0
2.0,35.0,3.0,25.0,250.0,250.0,15.0,3.0,0.005,,-2.614312573151566,-2.9409110094259665,,,,,,,,-3.5090798101943874
10.0,50.0,7.0,25.0,250.0,4000.0,15.0,0.5,0.04,,-3.3836046935121376,-1.3023543642667912,,,,,,,,-3.0880420754953954
2.0,15.0,10.0,25.0,4000.0,4000.0,15.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
2.0,35.0,3.0,150.0,250.0,4000.0,5.0,0.5,0.04,,0.0,0.0,,,,,,,,0.0
2.0,50.0,3.0,150.0,4000.0,250.0,15.0,0.5,0.005,,-8.724168227015902,-8.152910298764828,,,,,,,,-6.590322112167075
10.0,35.0,7.0,25.0,4000.0,250.0,15.0,3.0,0.04,,-9.971519194884099,-3.827340877825577,,,,,,,,-4.489480766399848
6.0,35.0,10.0,25.0,4000.0,250.0,15.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
10.0,15.0,3.0,25.0,250.0,250.0,5.0,0.5,0.005,,-2.485240816204122,-1.8219338879445246,,,,,,,,-1.614284152590437
10.0,50.0,10.0,25.0,250.0,250.0,15.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
2.0,15.0,10.0,25.0,250.0,4000.0,15.0,3.0,0.04,,-5.209115708006946,-3.700713195656883,,,,,,,,-2.588007609813902
6.0,35.0,3.0,25.0,4000.0,250.0,15.0,0.5,0.04,,-7.889344639115124,-7.9601607092028175,,,,,,,,-6.008737049428385
2.0,50.0,10.0,150.0,4000.0,250.0,5.0,0.5,0.04,,-2.845731474976127,-6.621913702446172,,,,,,,,-5.133063053382623
6.0,15.0,3.0,150.0,250.0,250.0,15.0,3.0,0.005,,-1.3699945579742394,-1.423064597114964,,,,,,,,-1.7042207009037866
2.0,35.0,7.0,25.0,4000.0,4000.0,15.0,0.5,0.005,,-3.75735002468059,-2.6267246155767143,,,,,,,,-4.242934601865332
6.0,15.0,10.0,150.0,250.0,4000.0,5.0,0.5,0.04,,-0.19312686281009428,-1.0431959692382535,,,,,,,,-1.3777686319164038
10.0,35.0,10.0,150.0,4000.0,250.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
2.0,50.0,10.0,25.0,250.0,4000.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
2.0,50.0,10.0,25.0,4000.0,250.0,15.0,3.0,0.04,,-5.985355213106853,-2.59090568315658,,,,,,,,-3.625354725505421
2.0,15.0,3.0,25.0,250.0,250.0,15.0,3.0,0.04,,-1.5859175727008903,-2.8821180605515577,,,,,,,,-2.7660681669258214
6.0,15.0,3.0,150.0,250.0,250.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
10.0,35.0,3.0,150.0,250.0,250.0,15.0,0.5,0.005,,-1.9279074991807201,-3.98033122011441,,,,,,,,-3.2319107408030505
2.0,15.0,3.0,150.0,250.0,4000.0,15.0,0.5,0.005,,-1.5330035707451501,-1.9436213177635466,,,,,,,,-2.413069468617358
10.0,15.0,3.0,25.0,4000.0,4000.0,15.0,3.0,0.04,,-8.906315719919945,-11.23603268208363,,,,,,,,-6.884204740108129
6.0,35.0,7.0,150.0,250.0,250.0,5.0,3.0,0.04,,-0.2498122094348335,-0.7750405005324774,,,,,,,,-1.241505065044631
2.0,50.0,3.0,150.0,250.0,250.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
6.0,35.0,7.0,150.0,4000.0,4000.0,15.0,0.5,0.005,,-3.75735002468059,-2.6267246155767143,,,,,,,,-4.197141071939446
10.0,35.0,10.0,150.0,4000.0,4000.0,15.0,3.0,0.04,,-8.793425573387045,-6.672262458677723,,,,,,,,-4.7775817389244795
10.0,35.0,3.0,25.0,4000.0,250.0,15.0,3.0,0.04,,-10.921933749050321,-9.576577924976604,,,,,,,,-6.959293251231169
6.0,35.0,7.0,150.0,250.0,250.0,15.0,0.5,0.005,,-0.24638360817577634,-0.16946610423075564,,,,,,,,-0.29733225645284683
6.0,15.0,3.0,25.0,4000.0,250.0,15.0,3.0,0.04,,-4.82250777990727,-4.443219350044079,,,,,,,,-4.811801059581791
6.0,15.0,10.0,25.0,250.0,4000.0,5.0,3.0,0.04,,-5.214668910416697,-3.700713195656883,,,,,,,,-2.656011661694359
6.0,35.0,3.0,25.0,250.0,4000.0,5.0,3.0,0.04,,-1.6827648030150408,-1.5719847573541361,,,,,,,,-3.1800532998187743
